,2018,2019,2020,2021,2022
revenue,1908223000.0,4329611000.0,9117527000.0,14742796000.0,18929071000.0
net_income,-1486020000.0,-1000834000.0,-1100344000.0,1219074000.0,4572589000.0
eps_diluted,-0.5,-0.22,-0.23,0.21,0.79
cash_and_equiv,2059533000.0,828548000.0,3436198000.0,1008492000.0,4976830000.0
long_term_assets,405946000.0,438948000.0,1438274000.0,3185600000.0,2972521000.0
depreication,72286000.0,91619000.0,99850000.0,234658000.0,322474000.0
