,2019,2020,2021,2022,2023
revenue,96666000.0,264748000.0,228914000.0,422371000.0,2065659000.0
net_income,-178028000.0,-348535000.0,-203220000.0,-165794000.0,-796705000.0
cash_and_equiv,116541000.0,127206000.0,644674000.0,1063401000.0,939902000.0
depreication,1362000.0,3522000.0,4684000.0,9941000.0,63535000.0
eps_diluted,0.0,-7.77,-0.7,-0.53,-2.5
long_term_assets,0.0,347526000.0,1621087000.0,2680966000.0,2737632000.0
