,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,6693000000.0,5354000000.0,3313000000.0,4781000000.0,2879000000.0,2768000000.0,4436000000.0,5947000000.0,8558000000.0,6845000000.0,7102000000.0,5569000000.0,2569000000.0,4239000000.0,0.0,0.0,0.0,0.0
net_income,0.0,10340000000.0,5004000000.0,4659000000.0,3333000000.0,1690000000.0,4057000000.0,3428000000.0,2372000000.0,3206000000.0,7875000000.0,2495000000.0,3194000000.0,3717000000.0,2800000000.0,14306000000.0,14742000000.0,14653000000.0
eps_diluted,0.0,3.04,1.58,1.49,1.11,0.57,1.39,1.18,0.82,1.12,2.88,0.93,1.22,1.41,1.07,5.5,5.81,5.9
depreication,0.0,3130000000.0,3166000000.0,3082000000.0,3108000000.0,2838000000.0,3204000000.0,2982000000.0,3141000000.0,3134000000.0,3078000000.0,2820000000.0,2834000000.0,2824000000.0,3013000000.0,2735000000.0,2807000000.0,2714000000.0
long_term_debt,0.0,0.0,54539000000.0,51553000000.0,45642000000.0,53719000000.0,52855000000.0,49148000000.0,60155000000.0,52919000000.0,49715000000.0,48248000000.0,49100000000.0,50406000000.0,56513000000.0,56231000000.0,55929000000.0,60134000000.0
long_term_assets,0.0,0.0,119477000000.0,112928000000.0,109390000000.0,116384000000.0,110334000000.0,115273000000.0,112649000000.0,99849000000.0,93354000000.0,93912000000.0,94990000000.0,92622000000.0,92713000000.0,96216000000.0,95555000000.0,98181000000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,28400000000.0,29200000000.0,29400000000.0,0.0,0.0,17395000000.0,17438000000.0,18240000000.0,17698000000.0,76118000000.0,80187000000.0,82006000000.0
