,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
cash_and_equiv,1305000000.0,3645000000.0,4021000000.0,4263000000.0,3586000000.0,4284000000.0,8941000000.0,6910000000.0,5300000000.0,4605000000.0,7250000000.0,4466000000.0
net_income,0.0,2007000000.0,1755000000.0,3031000000.0,3474000000.0,2788000000.0,4848000000.0,3625000000.0,1953000000.0,2513000000.0,0.0,0.0
eps_diluted,0.0,2.2,0.48,0.4,0.4,2.95,5.18,3.92,2.16,2.85,0.0,0.0
long_term_debt,0.0,0.0,19892000000.0,19526000000.0,23308000000.0,25242000000.0,25759000000.0,23304000000.0,17983000000.0,16995000000.0,12143000000.0,11441000000.0
long_term_assets,0.0,0.0,20897000000.0,21351000000.0,30434000000.0,28545000000.0,27115000000.0,28128000000.0,23411000000.0,22847000000.0,89909000000.0,82419000000.0
depreication,0.0,0.0,1503000000.0,1380000000.0,1560000000.0,1713000000.0,1603000000.0,1617000000.0,1466000000.0,1258000000.0,0.0,0.0
