,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1742633000.0,2611171000.0,2572932000.0,2847716000.0,3948224000.0,4983266000.0,5310612000.0,13193082000.0,11105000000.0,11434000000.0
net_income,0.0,-805266000.0,-1447715000.0,-548291000.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,-0.86,-0.53,-0.2,-0.01,-0.13,0.59,2.43,-0.18,0.47
long_term_assets,0.0,2667614000.0,4121474000.0,7697166000.0,10609153000.0,15171127000.0,17327293000.0,28733567000.0,30888000000.0,35402000000.0
depreication,0.0,266018000.0,404313000.0,523311000.0,644409000.0,808673000.0,837148000.0,929909000.0,978000000.0,1049000000.0
revenue,0.0,0.0,0.0,0.0,0.0,67197987000.0,82864846000.0,114299140000.0,149326000000.0,151690000000.0
