,2017,2018,2019,2020,2021,2022
revenue,15351000000.0,15303000000.0,20877000000.0,14707000000.0,67418000000.0,82722000000.0
net_income,4423000000.0,2788000000.0,2107000000.0,-710000000.0,1995000000.0,3145000000.0
eps_diluted,2.91,1.86,1.16,-0.39,1.09,1.72
cash_and_equiv,4017000000.0,4150000000.0,5418000000.0,17914000000.0,15959000000.0,11615000000.0
depreication,2782000000.0,3011000000.0,4167000000.0,5345000000.0,5111000000.0,5163000000.0
long_term_debt,0.0,38734000000.0,78327000000.0,85256000000.0,85483000000.0,77442000000.0
long_term_assets,0.0,81773000000.0,165860000000.0,166298000000.0,169952000000.0,174533000000.0
